-0.062218,-1.0382,-1.3547,0.76728,-1.2714,0.79589,-0.7719,1.2283,-1.0492,-0.10311,-0.93884,-0.87589,-0.67086,1.0196,-0.029505,-0.22118,1.2875
-0.2425,0.67163,0.24585,0.56948,-0.24082,0.3155,0.37238,-1.4981,0.39164,0.28003,0.97522,-0.93881,1.0844,0.039643,-0.57245,0.82255,0.38512
0.96995,-0.67504,1.2373,0.6029,1.5303,-0.22638,0.16905,1.4265,0.92028,-0.37244,0.73904,-0.06181,0.40861,0.33618,-1.2103,0.2222,-2.1346
-1.7313,-1.2822,0.44071,-0.044177,1.1088,1.5401,-1.7773,0.7907,-1.7864,-0.066488,-0.50535,1.4659,-0.32271,0.98881,0.65675,-2.4209,-0.29249
-0.86295,-1.8211,-0.79489,0.23354,1.6567,0.1052,-0.14458,0.53052,-0.73881,1.0387,-0.63653,-0.032899,-0.5819,-0.17993,-0.68426,1.1828,-0.88431
-1.5903,0.96255,-1.6085,0.24224,-1.465,0.34523,-1.4873,0.62755,0.20162,-0.90945,0.5316,-0.63198,-1.1249,-0.0068346,1.1647,-0.9563,2.3322
-1.9772,-0.036983,0.96008,-0.82193,-0.11326,0.41809,-0.92317,1.7298,2.4449,-0.3966,1.8677,-0.63296,0.43378,-0.74229,-0.02831,0.24866,-0.17816
-0.42618,0.10256,1.0223,-0.37618,-1.0092,0.60363,0.18111,-1.1855,0.97583,0.68349,2.2608,1.0075,0.68595,-0.2925,-0.004157,-1.1429,-0.45932
-1.3812,1.0275,0.36221,-0.79711,-0.33088,-1.5199,-0.49839,-0.2795,-0.85732,1.761,-0.80409,0.14447,-0.9671,-0.50346,0.054856,1.7736,-0.90284
1.9521,0.082088,0.23756,-0.31928,0.54443,0.061621,0.63823,0.419,0.31704,0.19293,-0.47593,0.56019,-0.37604,-0.38893,0.80951,-2.8319,1.6409
-0.28971,0.28488,1.372,0.21991,1.5265,-0.60199,-0.3209,-0.8464,0.17492,-0.0054487,0.73174,1.2029,0.23184,0.50481,-0.85388,-0.86613,-1.3671
0.39501,-0.99082,1.5128,0.10937,-0.4444,0.73733,-0.38343,-0.066938,0.864,-1.3185,0.43085,0.56422,1.4935,0.93359,1.4843,-0.36823,1.2742
0.7005,-0.89959,0.94665,0.053948,0.21121,0.79045,0.12799,-0.78288,0.41194,-0.32796,-1.1233,0.20812,-1.7338,1.1922,-0.96847,-1.2986,1.2381
-1.3476,0.86741,-1.6409,-0.55075,-1.0248,0.35631,-0.94689,-0.41045,1.148,-0.035965,1.3451,1.6134,0.072413,0.40172,0.55403,-0.14224,1.4099
0.17728,-0.10524,-0.99484,1.7904,-1.2634,-0.14652,1.2159,-1.2808,0.69514,-0.27056,-0.5992,0.39625,0.27479,-0.50286,-0.87837,-1.3593,-0.49976
0.13834,-0.080694,2.4786,-1.2624,0.77711,0.41121,1.0512,0.11176,-1.239,0.36614,-0.82096,-0.12529,-0.20529,0.032831,-1.2071,0.10247,-0.88064
0.82664,-1.4105,0.74287,-0.46253,-0.015866,2.0435,1.0606,-0.17405,0.12349,-1.8397,0.46206,0.92618,1.062,0.17741,0.70551,0.22908,-0.91932
